名称,地址,经度,纬度,类别,日营业额
赛格周边门店11,陕西省西安市雁塔区翠华路170号,108.954869,34.218391,理发店,11644
赛格周边门店12,陕西省西安市雁塔区长安中路149号,108.943969,34.222954,药店,22052
赛格周边门店13,陕西省西安市雁塔区翠华路136号,108.947651,34.222397,餐厅,5227
赛格周边门店14,陕西省西安市雁塔区小寨西路18号,108.944486,34.220701,便利店,45750
赛格周边门店15,陕西省西安市雁塔区育才路64号,108.945464,34.218672,药店,42091
赛格周边门店16,陕西省西安市雁塔区育才路134号,108.947776,34.223163,奶茶店,18589
赛格周边门店17,陕西省西安市雁塔区兴善寺东街68号,108.944687,34.225566,水果店,10077
赛格周边门店18,陕西省西安市雁塔区朱雀大街193号,108.941504,34.218767,便利店,2110
赛格周边门店19,陕西省西安市雁塔区小寨东路19号,108.929969,34.223797,服装店,34653
赛格周边门店20,陕西省西安市雁塔区小寨东路63号,108.942168,34.227949,奶茶店,20176
赛格周边门店21,陕西省西安市雁塔区纬二街78号,108.946891,34.225755,药店,45269
赛格周边门店22,陕西省西安市雁塔区师大路27号,108.944295,34.218691,餐厅,18832
赛格周边门店23,陕西省西安市雁塔区翠华路40号,108.944335,34.221947,生鲜超市,19965
赛格周边门店24,陕西省西安市雁塔区兴善寺东街176号,108.938284,34.21808,生鲜超市,34622
赛格周边门店25,陕西省西安市雁塔区长安中路24号,108.934878,34.221469,水果店,19632
赛格周边门店26,陕西省西安市雁塔区小寨西路164号,108.94625,34.221739,生鲜超市,12089
赛格周边门店27,陕西省西安市雁塔区含光路144号,108.942738,34.217206,药店,8831
赛格周边门店28,陕西省西安市雁塔区小寨西路140号,108.949918,34.22383,药店,25696
赛格周边门店29,陕西省西安市雁塔区小寨西路11号,108.941156,34.220158,生鲜超市,25397
赛格周边门店30,陕西省西安市雁塔区长安中路92号,108.948385,34.217828,服装店,46199
兴善寺门店1,陕西省西安市雁塔区翠华路105号,108.941005,34.227397,餐厅,17014
兴善寺门店2,陕西省西安市雁塔区小寨西路106号,108.947762,34.219833,药店,13254
兴善寺门店3,陕西省西安市雁塔区含光路172号,108.940716,34.223314,服装店,18985
兴善寺门店4,陕西省西安市雁塔区含光路10号,108.944148,34.229925,理发店,16077
兴善寺门店5,陕西省西安市雁塔区朱雀大街79号,108.943616,34.232383,服装店,16109
兴善寺门店6,陕西省西安市雁塔区朱雀大街72号,108.94343,34.226291,便利店,19792
兴善寺门店7,陕西省西安市雁塔区师大路138号,108.938343,34.228881,奶茶店,3308
兴善寺门店8,陕西省西安市雁塔区小寨西路149号,108.948449,34.231277,生鲜超市,4007
兴善寺门店9,陕西省西安市雁塔区纬二街81号,108.944111,34.228017,水果店,41228
兴善寺门店10,陕西省西安市雁塔区育才路49号,108.94285,34.225853,生鲜超市,4408
兴善寺门店11,陕西省西安市雁塔区翠华路176号,108.940944,34.225831,服装店,25369
兴善寺门店12,陕西省西安市雁塔区朱雀大街160号,108.932694,34.229061,奶茶店,44975
兴善寺门店13,陕西省西安市雁塔区兴善寺西街130号,108.944455,34.222094,生鲜超市,45205
兴善寺门店14,陕西省西安市雁塔区兴善寺西街142号,108.937808,34.227657,餐厅,14072
兴善寺门店15,陕西省西安市雁塔区师大路192号,108.933185,34.229414,餐厅,41838
兴善寺门店16,陕西省西安市雁塔区长安中路78号,108.937527,34.224712,生鲜超市,15274
兴善寺门店17,陕西省西安市雁塔区师大路83号,108.936532,34.227685,理发店,30452
兴善寺门店18,陕西省西安市雁塔区雁塔西路189号,108.938569,34.226739,餐厅,44678
兴善寺门店19,陕西省西安市雁塔区师大路159号,108.944888,34.227834,奶茶店,7620
兴善寺门店20,陕西省西安市雁塔区师大路80号,108.943607,34.221452,服装店,14550
兴善寺门店21,陕西省西安市雁塔区雁塔西路157号,108.941693,34.226737,便利店,31346
兴善寺门店22,陕西省西安市雁塔区兴善寺东街184号,108.936459,34.228166,水果店,33899
兴善寺门店23,陕西省西安市雁塔区纬二街2号,108.939288,34.226999,便利店,29362
兴善寺门店24,陕西省西安市雁塔区纬二街133号,108.942317,34.231313,理发店,4791
兴善寺门店25,陕西省西安市雁塔区小寨东路117号,108.933163,34.223635,餐厅,31950
省体育场门店1,陕西省西安市雁塔区育才路82号,108.932484,34.223255,理发店,41650
省体育场门店2,陕西省西安市雁塔区含光路141号,108.941143,34.225191,理发店,11930
省体育场门店3,陕西省西安市雁塔区兴善寺西街193号,108.93783,34.227599,服装店,43289
省体育场门店4,陕西省西安市雁塔区雁塔西路161号,108.93689,34.235,服装店,19496
省体育场门店5,陕西省西安市雁塔区兴善寺东街70号,108.932488,34.23275,奶茶店,22452
省体育场门店6,陕西省西安市雁塔区小寨西路60号,108.939203,34.230234,水果店,46978
省体育场门店7,陕西省西安市雁塔区含光路105号,108.939492,34.232705,奶茶店,37060
省体育场门店8,陕西省西安市雁塔区含光路100号,108.936686,34.231229,药店,39228
省体育场门店9,陕西省西安市雁塔区朱雀大街77号,108.937702,34.231223,水果店,28960
省体育场门店10,陕西省西安市雁塔区育才路57号,108.932067,34.229838,理发店,15880
省体育场门店11,陕西省西安市雁塔区含光路87号,108.937379,34.234423,水果店,48959
省体育场门店12,陕西省西安市雁塔区小寨西路160号,108.940142,34.233899,药店,27322
省体育场门店13,陕西省西安市雁塔区小寨东路165号,108.933366,34.228585,水果店,10393
省体育场门店14,陕西省西安市雁塔区兴善寺西街98号,108.939591,34.229589,奶茶店,15371
省体育场门店15,陕西省西安市雁塔区含光路72号,108.934734,34.231764,水果店,18032
省体育场门店16,陕西省西安市雁塔区纬二街139号,108.94015,34.228088,药店,24435
省体育场门店17,陕西省西安市雁塔区师大路11号,108.938228,34.232116,药店,17705
省体育场门店18,陕西省西安市雁塔区小寨西路62号,108.938238,34.231578,餐厅,32535
省体育场门店19,陕西省西安市雁塔区兴善寺东街120号,108.935658,34.227619,生鲜超市,25675
省体育场门店20,陕西省西安市雁塔区纬二街184号,108.940532,34.234566,便利店,12232
纬二街门店1,陕西省西安市雁塔区长安中路80号,108.94575,34.215685,水果店,27495
纬二街门店2,陕西省西安市雁塔区育才路177号,108.946327,34.215283,服装店,8178
纬二街门店3,陕西省西安市雁塔区师大路154号,108.942965,34.213597,便利店,38588
纬二街门店4,陕西省西安市雁塔区含光路170号,108.944705,34.213287,奶茶店,6019
纬二街门店5,陕西省西安市雁塔区含光路126号,108.940576,34.215897,便利店,29911
纬二街门店6,陕西省西安市雁塔区雁塔西路182号,108.949167,34.21496,餐厅,30040
纬二街门店7,陕西省西安市雁塔区师大路70号,108.946039,34.219258,理发店,31965
纬二街门店8,陕西省西安市雁塔区兴善寺西街83号,108.938414,34.217915,服装店,7179
纬二街门店9,陕西省西安市雁塔区雁塔西路146号,108.943258,34.21923,水果店,23546
纬二街门店10,陕西省西安市雁塔区小寨西路125号,108.951198,34.21705,服装店,24753
纬二街门店11,陕西省西安市雁塔区育才路180号,108.945013,34.213386,生鲜超市,37924
纬二街门店12,陕西省西安市雁塔区小寨东路62号,108.953102,34.216465,水果店,33519
纬二街门店13,陕西省西安市雁塔区雁塔西路166号,108.941385,34.215244,理发店,30871
纬二街门店14,陕西省西安市雁塔区兴善寺东街104号,108.944442,34.214722,服装店,21567
纬二街门店15,陕西省西安市雁塔区翠华路136号,108.942148,34.213532,奶茶店,29385
纬二街门店16,陕西省西安市雁塔区朱雀大街180号,108.94874,34.21592,理发店,19254
纬二街门店17,陕西省西安市雁塔区纬二街50号,108.943054,34.218036,奶茶店,9335
纬二街门店18,陕西省西安市雁塔区纬二街48号,108.943588,34.211,服装店,15680
纬二街门店19,陕西省西安市雁塔区育才路195号,108.943784,34.213593,生鲜超市,8088
纬二街门店20,陕西省西安市雁塔区朱雀大街46号,108.94556,34.213817,生鲜超市,2427
纬二街门店21,陕西省西安市雁塔区长安中路14号,108.943491,34.214493,生鲜超市,47205
纬二街门店22,陕西省西安市雁塔区雁塔西路27号,108.949018,34.214529,药店,39121
纬二街门店23,陕西省西安市雁塔区朱雀大街48号,108.943084,34.219345,药店,18046
纬二街门店24,陕西省西安市雁塔区小寨东路103号,108.947985,34.214763,理发店,6355
纬二街门店25,陕西省西安市雁塔区小寨西路39号,108.938944,34.213874,生鲜超市,7082
音乐学院门店1,陕西省西安市雁塔区含光路156号,108.938882,34.222942,服装店,35747
音乐学院门店2,陕西省西安市雁塔区兴善寺西街151号,108.931008,34.22748,水果店,21513
音乐学院门店3,陕西省西安市雁塔区纬二街26号,108.935799,34.222558,服装店,42493
音乐学院门店4,陕西省西安市雁塔区小寨西路62号,108.938336,34.227278,餐厅,37675
音乐学院门店5,陕西省西安市雁塔区雁塔西路177号,108.937245,34.2231,理发店,20587
音乐学院门店6,陕西省西安市雁塔区兴善寺西街180号,108.940027,34.223504,理发店,6164
音乐学院门店7,陕西省西安市雁塔区师大路151号,108.933737,34.216711,服装店,29361
音乐学院门店8,陕西省西安市雁塔区小寨西路69号,108.93901,34.224414,餐厅,6179
音乐学院门店9,陕西省西安市雁塔区育才路192号,108.94319,34.224948,生鲜超市,30280
音乐学院门店10,陕西省西安市雁塔区纬二街104号,108.941067,34.226228,生鲜超市,34298
音乐学院门店11,陕西省西安市雁塔区育才路11号,108.933102,34.2222,水果店,49638
音乐学院门店12,陕西省西安市雁塔区小寨东路59号,108.93575,34.225046,药店,45558
音乐学院门店13,陕西省西安市雁塔区小寨西路121号,108.939132,34.219458,理发店,19729
音乐学院门店14,陕西省西安市雁塔区师大路126号,108.939076,34.226617,便利店,32302
音乐学院门店15,陕西省西安市雁塔区师大路27号,108.93505,34.225206,餐厅,23114
音乐学院门店16,陕西省西安市雁塔区师大路103号,108.933272,34.22485,药店,31307
音乐学院门店17,陕西省西安市雁塔区小寨东路198号,108.939434,34.224202,水果店,35224
音乐学院门店18,陕西省西安市雁塔区翠华路119号,108.937082,34.222872,水果店,5052
音乐学院门店19,陕西省西安市雁塔区雁塔西路161号,108.938358,34.225627,理发店,4882
音乐学院门店20,陕西省西安市雁塔区兴善寺西街113号,108.938362,34.226627,理发店,9457
交大一附院门店1,陕西省西安市雁塔区兴善寺东街182号,108.935201,34.217763,餐厅,21865
交大一附院门店2,陕西省西安市雁塔区小寨东路58号,108.92699999999999,34.215806,便利店,31741
交大一附院门店3,陕西省西安市雁塔区小寨西路128号,108.93512,34.215585,生鲜超市,34849
交大一附院门店4,陕西省西安市雁塔区雁塔西路121号,108.928925,34.214012,服装店,31435
交大一附院门店5,陕西省西安市雁塔区育才路131号,108.92699999999999,34.216066,餐厅,6075
交大一附院门店6,陕西省西安市雁塔区含光路88号,108.928912,34.222228,生鲜超市,1668
交大一附院门店7,陕西省西安市雁塔区育才路149号,108.929353,34.219473,理发店,11238
交大一附院门店8,陕西省西安市雁塔区朱雀大街142号,108.92699999999999,34.218138,水果店,31341
交大一附院门店9,陕西省西安市雁塔区纬二街62号,108.936906,34.21452,水果店,16806
交大一附院门店10,陕西省西安市雁塔区朱雀大街191号,108.932383,34.214574,理发店,47717
交大一附院门店11,陕西省西安市雁塔区师大路167号,108.933144,34.215479,餐厅,33961
交大一附院门店12,陕西省西安市雁塔区育才路85号,108.931901,34.216658,便利店,30355
交大一附院门店13,陕西省西安市雁塔区长安中路185号,108.936673,34.220864,餐厅,28368
交大一附院门店14,陕西省西安市雁塔区小寨东路121号,108.936839,34.211242,生鲜超市,23687
交大一附院门店15,陕西省西安市雁塔区小寨东路85号,108.927302,34.214888,水果店,22252
交大一附院门店16,陕西省西安市雁塔区雁塔西路139号,108.92699999999999,34.212516,药店,41965
交大一附院门店17,陕西省西安市雁塔区兴善寺西街59号,108.934814,34.218766,便利店,29940
交大一附院门店18,陕西省西安市雁塔区纬二街26号,108.93628,34.216312,理发店,12402
交大一附院门店19,陕西省西安市雁塔区长安中路84号,108.927206,34.211,药店,20726
交大一附院门店20,陕西省西安市雁塔区兴善寺东街136号,108.927493,34.219473,水果店,38588
陕西历史博物馆门店1,陕西省西安市雁塔区小寨西路21号,108.949018,34.216281,水果店,42113
陕西历史博物馆门店2,陕西省西安市雁塔区育才路37号,108.948205,34.214786,服装店,31721
陕西历史博物馆门店3,陕西省西安市雁塔区师大路3号,108.947306,34.215464,理发店,20350
陕西历史博物馆门店4,陕西省西安市雁塔区雁塔西路89号,108.949034,34.21642,生鲜超市,43373
陕西历史博物馆门店5,陕西省西安市雁塔区雁塔西路78号,108.955579,34.216914,服装店,26711
陕西历史博物馆门店6,陕西省西安市雁塔区含光路147号,108.951077,34.216865,奶茶店,39170
陕西历史博物馆门店7,陕西省西安市雁塔区长安中路169号,108.948348,34.222459,水果店,19488
陕西历史博物馆门店8,陕西省西安市雁塔区纬二街13号,108.957,34.218305,理发店,20256
陕西历史博物馆门店9,陕西省西安市雁塔区朱雀大街57号,108.950437,34.215859,服装店,42190
陕西历史博物馆门店10,陕西省西安市雁塔区师大路175号,108.949975,34.223036,餐厅,42672
陕西历史博物馆门店11,陕西省西安市雁塔区长安中路80号,108.954318,34.220417,理发店,3686
陕西历史博物馆门店12,陕西省西安市雁塔区小寨东路76号,108.944657,34.215665,奶茶店,28730
陕西历史博物馆门店13,陕西省西安市雁塔区翠华路94号,108.950899,34.219426,生鲜超市,12283
陕西历史博物馆门店14,陕西省西安市雁塔区雁塔西路76号,108.949694,34.223593,奶茶店,9047
陕西历史博物馆门店15,陕西省西安市雁塔区兴善寺东街174号,108.948545,34.218235,水果店,38024
陕西历史博物馆门店16,陕西省西安市雁塔区长安中路68号,108.94559,34.221963,便利店,31304
陕西历史博物馆门店17,陕西省西安市雁塔区兴善寺西街150号,108.945772,34.221666,水果店,43347
陕西历史博物馆门店18,陕西省西安市雁塔区兴善寺东街121号,108.951671,34.217474,药店,42102
陕西历史博物馆门店19,陕西省西安市雁塔区育才路57号,108.953596,34.215439,便利店,43141
陕西历史博物馆门店20,陕西省西安市雁塔区兴善寺西街167号,108.953678,34.212121,水果店,9146
大唐通易坊门店1,陕西省西安市雁塔区兴善寺西街127号,108.95379,34.219583,便利店,7869
大唐通易坊门店2,陕西省西安市雁塔区含光路117号,108.948444,34.217709,奶茶店,45440
大唐通易坊门店3,陕西省西安市雁塔区翠华路108号,108.9535,34.212551,餐厅,28689
大唐通易坊门店4,陕西省西安市雁塔区育才路105号,108.944005,34.211,生鲜超市,3644
大唐通易坊门店5,陕西省西安市雁塔区雁塔西路61号,108.947038,34.212046,奶茶店,8011
大唐通易坊门店6,陕西省西安市雁塔区师大路92号,108.951563,34.213657,药店,27592
大唐通易坊门店7,陕西省西安市雁塔区雁塔西路24号,108.946406,34.221775,服装店,43554
大唐通易坊门店8,陕西省西安市雁塔区长安中路86号,108.941612,34.211,服装店,9752
大唐通易坊门店9,陕西省西安市雁塔区翠华路54号,108.948585,34.212021,服装店,16769
大唐通易坊门店10,陕西省西安市雁塔区育才路1号,108.946996,34.215493,生鲜超市,10982
大唐通易坊门店11,陕西省西安市雁塔区小寨西路29号,108.95266,34.213707,药店,10137
大唐通易坊门店12,陕西省西安市雁塔区兴善寺东街151号,108.954596,34.214494,奶茶店,2534
大唐通易坊门店13,陕西省西安市雁塔区纬二街108号,108.948564,34.214875,便利店,5665
大唐通易坊门店14,陕西省西安市雁塔区翠华路152号,108.941566,34.214774,便利店,31122
大唐通易坊门店15,陕西省西安市雁塔区长安中路187号,108.938959,34.213826,生鲜超市,31518
