名称,地址,经度,纬度,类别,日营业额
王府井商圈门店100,北京市东城区测试路64号,116.410171,39.913872,餐厅,28206
CBD商圈门店101,北京市西城区测试路2号,116.454904,39.933905,餐厅,49951
西单商圈门店102,北京市东城区测试路143号,116.379839,39.898781,餐厅,19065
王府井商圈门店103,北京市西城区测试路5号,116.410002,39.913979,服装店,30503
CBD商圈门店104,北京市东城区测试路164号,116.455191,39.934168,餐厅,28014
西单商圈门店105,北京市西城区测试路191号,116.379636,39.899057,药店,15739
王府井商圈门店106,北京市朝阳区测试路163号,116.409961,39.913925,便利店,30825
CBD商圈门店107,北京市海淀区测试路162号,116.455079,39.933893,餐厅,47254
西单商圈门店108,北京市东城区测试路129号,116.380101,39.898791,药店,6695
王府井商圈门店109,北京市朝阳区测试路12号,116.40997,39.913891,服装店,7677
CBD商圈门店110,北京市东城区测试路91号,116.455213,39.933765,便利店,18594
西单商圈门店111,北京市朝阳区测试路17号,116.379626,39.899123,药店,14763
王府井商圈门店112,北京市海淀区测试路169号,116.409987,39.913856,餐厅,25457
CBD商圈门店113,北京市朝阳区测试路193号,116.454753,39.933938,服装店,34738
西单商圈门店114,北京市西城区测试路2号,116.380058,39.899225,药店,36820
王府井商圈门店115,北京市朝阳区测试路87号,116.409829,39.91404,服装店,21602
CBD商圈门店116,北京市海淀区测试路124号,116.455236,39.933891,药店,41036
西单商圈门店117,北京市西城区测试路180号,116.379916,39.898749,药店,13770
王府井商圈门店118,北京市海淀区测试路112号,116.410118,39.913923,药店,26837
CBD商圈门店119,北京市海淀区测试路108号,116.454782,39.933824,餐厅,30401
西单商圈门店120,北京市朝阳区测试路159号,116.380105,39.89902,服装店,38732
王府井商圈门店121,北京市朝阳区测试路66号,116.409935,39.913962,药店,48921
CBD商圈门店122,北京市东城区测试路49号,116.454943,39.933966,服装店,29543
西单商圈门店123,北京市朝阳区测试路82号,116.379698,39.899373,服装店,45745
王府井商圈门店124,北京市朝阳区测试路80号,116.410089,39.914149,药店,24304
CBD商圈门店125,北京市海淀区测试路50号,116.455114,39.933759,餐厅,19353
西单商圈门店126,北京市东城区测试路62号,116.380196,39.899224,餐厅,37814
王府井商圈门店127,北京市海淀区测试路187号,116.409967,39.913979,便利店,28169
CBD商圈门店128,北京市朝阳区测试路152号,116.455249,39.934156,餐厅,25274
西单商圈门店129,北京市东城区测试路63号,116.380157,39.898847,药店,28121
王府井商圈门店130,北京市海淀区测试路82号,116.410181,39.914183,餐厅,27112
CBD商圈门店131,北京市东城区测试路73号,116.455007,39.933862,药店,34321
西单商圈门店132,北京市东城区测试路176号,116.380212,39.899034,餐厅,19094
王府井商圈门店133,北京市西城区测试路33号,116.409873,39.914051,服装店,38403
CBD商圈门店134,北京市西城区测试路187号,116.455206,39.934246,便利店,21265
西单商圈门店135,北京市东城区测试路52号,116.379981,39.899016,餐厅,44138
王府井商圈门店136,北京市朝阳区测试路191号,116.409875,39.914187,餐厅,36521
CBD商圈门店137,北京市朝阳区测试路5号,116.454749,39.934085,服装店,8958
西单商圈门店138,北京市西城区测试路11号,116.380306,39.898885,服装店,8851
王府井商圈门店139,北京市西城区测试路173号,116.410189,39.914031,餐厅,19668
CBD商圈门店140,北京市朝阳区测试路120号,116.455288,39.934067,便利店,12282
西单商圈门店141,北京市东城区测试路9号,116.379974,39.899149,便利店,39315
王府井商圈门店142,北京市西城区测试路2号,116.409806,39.914186,餐厅,41245
CBD商圈门店143,北京市海淀区测试路66号,116.454971,39.93416,药店,37523
西单商圈门店144,北京市东城区测试路108号,116.380367,39.899256,服装店,31251
王府井商圈门店145,北京市朝阳区测试路131号,116.410127,39.913836,服装店,25424
CBD商圈门店146,北京市西城区测试路198号,116.45502,39.934165,便利店,48214
西单商圈门店147,北京市朝阳区测试路177号,116.380002,39.898745,服装店,11191
王府井商圈门店148,北京市海淀区测试路122号,116.410156,39.914125,药店,32975
CBD商圈门店149,北京市东城区测试路77号,116.455245,39.934193,服装店,5121
西单商圈门店150,北京市朝阳区测试路119号,116.380336,39.899057,服装店,11686
王府井商圈门店151,北京市东城区测试路109号,116.409833,39.91384,药店,37956
CBD商圈门店152,北京市东城区测试路196号,116.454745,39.933743,餐厅,37518
西单商圈门店153,北京市海淀区测试路67号,116.379964,39.898983,餐厅,5067
王府井商圈门店154,北京市朝阳区测试路182号,116.410199,39.913966,餐厅,32535
CBD商圈门店155,北京市东城区测试路118号,116.455201,39.933934,便利店,41784
西单商圈门店156,北京市海淀区测试路90号,116.379872,39.899235,服装店,29700
王府井商圈门店157,北京市东城区测试路85号,116.409974,39.914026,药店,46551
CBD商圈门店158,北京市东城区测试路6号,116.454784,39.933777,服装店,35313
西单商圈门店159,北京市朝阳区测试路47号,116.380009,39.899079,服装店,6958
王府井商圈门店160,北京市海淀区测试路129号,116.410019,39.913843,服装店,31935
CBD商圈门店161,北京市海淀区测试路189号,116.455187,39.933987,便利店,42017
西单商圈门店162,北京市西城区测试路109号,116.380034,39.898917,药店,36771
王府井商圈门店163,北京市海淀区测试路47号,116.409948,39.913913,药店,10534
CBD商圈门店164,北京市海淀区测试路107号,116.454767,39.934195,餐厅,48946
西单商圈门店165,北京市朝阳区测试路166号,116.379653,39.89923,餐厅,44424
王府井商圈门店166,北京市海淀区测试路62号,116.40995,39.914195,服装店,42333
CBD商圈门店167,北京市朝阳区测试路199号,116.454775,39.934173,服装店,6258
西单商圈门店168,北京市海淀区测试路82号,116.380143,39.899187,服装店,49964
王府井商圈门店169,北京市朝阳区测试路157号,116.410164,39.914056,便利店,49823
CBD商圈门店170,北京市西城区测试路24号,116.455156,39.933933,餐厅,43023
西单商圈门店171,北京市西城区测试路29号,116.379961,39.899206,药店,11526
王府井商圈门店172,北京市东城区测试路182号,116.40986,39.914186,服装店,15444
CBD商圈门店173,北京市海淀区测试路161号,116.45481,39.933899,便利店,21575
西单商圈门店174,北京市西城区测试路190号,116.380126,39.898852,便利店,12558
王府井商圈门店175,北京市朝阳区测试路51号,116.409952,39.913972,餐厅,5510
CBD商圈门店176,北京市西城区测试路60号,116.455086,39.933722,服装店,22060
西单商圈门店177,北京市西城区测试路170号,116.379633,39.898814,便利店,23527
王府井商圈门店178,北京市西城区测试路115号,116.409837,39.914013,药店,41699
CBD商圈门店179,北京市朝阳区测试路125号,116.455279,39.934196,便利店,22462
西单商圈门店180,北京市西城区测试路45号,116.379967,39.898948,便利店,7612
王府井商圈门店181,北京市东城区测试路190号,116.409957,39.913848,药店,5610
CBD商圈门店182,北京市西城区测试路108号,116.455186,39.934182,餐厅,12349
西单商圈门店183,北京市西城区测试路1号,116.379796,39.898794,药店,14780
王府井商圈门店184,北京市朝阳区测试路32号,116.409945,39.914073,服装店,22815
CBD商圈门店185,北京市海淀区测试路117号,116.45518,39.934186,药店,20933
西单商圈门店186,北京市朝阳区测试路184号,116.3801,39.898635,餐厅,34013
王府井商圈门店187,北京市东城区测试路84号,116.409873,39.914006,药店,13169
CBD商圈门店188,北京市海淀区测试路184号,116.454924,39.93399,餐厅,12227
西单商圈门店189,北京市朝阳区测试路17号,116.379695,39.89901,药店,31816
王府井商圈门店190,北京市朝阳区测试路161号,116.410069,39.913834,餐厅,47766
CBD商圈门店191,北京市西城区测试路86号,116.454986,39.934064,服装店,30043
西单商圈门店192,北京市东城区测试路196号,116.37986,39.899137,便利店,35744
王府井商圈门店193,北京市朝阳区测试路113号,116.410027,39.91415,便利店,19351
CBD商圈门店194,北京市朝阳区测试路189号,116.455195,39.93418,药店,29671
西单商圈门店195,北京市海淀区测试路54号,116.380018,39.898953,药店,13064
王府井商圈门店196,北京市朝阳区测试路108号,116.409857,39.913973,便利店,36012
CBD商圈门店197,北京市朝阳区测试路198号,116.454768,39.933841,药店,20280
西单商圈门店198,北京市海淀区测试路72号,116.379635,39.899157,便利店,38299
王府井商圈门店199,北京市东城区测试路20号,116.410004,39.91384,服装店,32690
CBD商圈门店200,北京市海淀区测试路49号,116.454909,39.934027,服装店,45388
偏远门店1,北京市房山区偏远路1号,116.30613,39.82951,便利店,14808
偏远门店2,北京市房山区偏远路2号,116.29907,39.83655,便利店,9954
偏远门店3,北京市房山区偏远路3号,116.28362,39.83843,便利店,3288
偏远门店4,北京市房山区偏远路4号,116.26838,39.83688,便利店,12859
偏远门店5,北京市房山区偏远路5号,116.28022,39.81798,便利店,9159
偏远门店6,北京市房山区偏远路6号,116.30748,39.82971,便利店,16200
偏远门店7,北京市房山区偏远路7号,116.30621,39.81722,便利店,2422
偏远门店8,北京市房山区偏远路8号,116.29844,39.82832,便利店,17560
偏远门店9,北京市房山区偏远路9号,116.30214,39.8198,便利店,3623
偏远门店10,北京市房山区偏远路10号,116.29798,39.83185,便利店,11022
